name,address,city,state,stars,categories,Simplified Category,ZIP Code,Neighborhood,Population Density,Median Household Income,% White,% Black,% Hispanic,% Asian,% Other,Predicted Growth,Avg Real Estate Price
McDonald's,11707 N 56th St,Tampa,FL,2,"Food, Coffee & Tea, Burgers, Restaurants, Fast Food",Coffee/Cafe,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,22.9,468742
Trinity Cafe,2801 N Nebraska Ave,Tampa,FL,5,"Local Services, Restaurants, Community Service/Non-Profit, Food, Cafes",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,19.0,458315
Qachbal's Chocolatier,1821 E 7th Ave,Tampa,FL,4,"Bakeries, Food, Coffee & Tea, Chocolatiers & Shops, Specialty Food",Coffee/Cafe,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,7.05,220423
MacDinton's Soho,405 S Howard Ave,Tampa,FL,3,"Nightlife, Irish Pub, Sports Bars, Bars, Pubs, Irish, Restaurants",Bar & Wines,33606,Hyde Park,3200.0,80000.0,60.0,20.0,15.0,5.0,0.0,11.06,370227
Local Mini Donut Co,411 N Florida Ave,Tampa,FL,4,"Bakeries, Donuts, Coffee & Tea, Food",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,6.36,458315
Chick-fil-A,"241 Westshore Plz A, Ste A",Tampa,FL,3,"Fast Food, Restaurants, Event Planning & Services, Chicken Wings, Caterers, Chicken Shop",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,32.7,411201
Charanns Tavern,6748 Memorial Hwy,Tampa,FL,3,"Sports Bars, American (Traditional), Sandwiches, Restaurants, Nightlife, Cheesesteaks, Bars",Bar & Wines,33615,Near Town 'n' Country,3400.0,52000.0,50.0,20.0,25.0,5.0,0.0,19.84,320788
Caliyogurt SoHo,2303 W Morrison Ave,Tampa,FL,3,"Ice Cream & Frozen Yogurt, Desserts, Food",Dessert,33629,Palma Ceia,3100.0,90000.0,65.0,10.0,20.0,5.0,0.0,12.43,297935
Wimauma,4205 S MacDill Ave,Tampa,FL,3,"Seafood, Bars, Southern, Restaurants, American (New), Nightlife",Bar & Wines,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,13.86,185237
Brocato's Sandwich Shop,5021 E Columbus Dr,Tampa,FL,4,"Sandwiches, Restaurants, Cuban, Delis",Latin,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,38.84,498759
Cheddar's Scratch Kitchen,11135 Causeway Blvd,Tampa,FL,3,"American (Traditional), Restaurants, Comfort Food",American & Fast Food,33511,Other,,Other,Other,Other,Other,Other,Other,,308963
The Dirty Shame,1929 7th Ave,Tampa,FL,4,"Nightlife, Bars",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,16.41,220423
Sal Y Mar,3650 Midtown Dr,Tampa,FL,3,"Tapas Bars, Bars, Nightlife, Tapas/Small Plates, Restaurants",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,19.22,312328
Red Star Rock Bar,1708 E 7th Ave,Tampa,FL,3,"Nightlife, Bars, Cocktail Bars, Beer Bar",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,17.12,220423
Red Lobster,"17021 Palm Pointe Dr, POINT AT TAMPA PALMS",Tampa,FL,3,"American (Traditional), Restaurants, Seafood",American & Fast Food,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,0.45,185666
The Loading Dock,100 E Madison St,Tampa,FL,2,"Caterers, Restaurants, Breakfast & Brunch, Event Planning & Services",Other,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,30.52,458315
Burger King,4565 W Kennedy Blvd,Tampa,FL,2,"Burgers, Fast Food, Restaurants",American & Fast Food,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,33.56,411201
Gordi's Restaurant,1515 E Fletcher Ave,Tampa,FL,3,"Puerto Rican, Caribbean, Restaurants",Latin,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Jazzy's BBQ,5703 W Waters Ave,Tampa,FL,4,"Restaurants, Barbeque",Bar & Wines,33634,Near Town 'n' Country,3500.0,50000.0,49.0,21.0,25.0,5.0,0.0,24.38,179199
The Bamboo Club,2223 N Westshore Blvd,Tampa,FL,3,"Restaurants, Asian Fusion",Other,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,35.05,312328
Lee Roy Selmon's Restaurant,4302 W Boy Scout Blvd,Tampa,FL,3,"American (New), Barbeque, Nightlife, Restaurants, Bars, Sports Bars",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,26.88,312328
Grape Leaf Express -Tampa,"10117 E Adamo Dr, Ste 703",Tampa,FL,4,"Arabic, Lebanese, Mediterranean, Restaurants, Middle Eastern",Other,33619,East Tampa,4100.0,37000.0,25.0,50.0,20.0,5.0,0.0,6.25,498759
Señor Tequila Mexican Restaurant - Tampa,11115 N Dale Mabry Hwy,Tampa,FL,4,"Bars, Mexican, Seafood, Restaurants, Nightlife",Latin,33618,Carrollwood,2800.0,65000.0,55.0,20.0,20.0,5.0,0.0,16.14,323283
Dunkin',3512 E Hillsborough Ave,Tampa,FL,2,"Donuts, Food, Coffee & Tea",Coffee/Cafe,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Tokyo Sushi Bar,5711 E Fowler Ave,Tampa,FL,4,"Sushi Bars, Restaurants, Soup, Asian Fusion, Japanese",Bar & Wines,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,14.0,468742
Singha Thai Viet Restaurant,8787 N 56th Street Temple Ter,Tampa,FL,3,"Thai, Vietnamese, Diners, Restaurants",Asian,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,24.3,468742
The Worlds Largest Food Truck Rally EVER,4800 US Hwy 301 N,Tampa,FL,3,"Food, Arts & Entertainment, Street Vendors, Food Trucks, Festivals",Food Trucks,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Zoya Hookah Lounge,1430 E 7th Ave,Tampa,FL,4,"Bars, Hookah Bars, Nightlife",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,25.92,220423
Smokin' Oaks Barbeque,1501 E Sligh Ave,Tampa,FL,4,"Barbeque, Restaurants",Bar & Wines,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
Cooper's Hawk Winery & Restaurants - Tampa,4110 W Boy Scout Blvd,Tampa,FL,4,"Event Planning & Services, American (Traditional), Nightlife, Restaurants, Bars, Wineries, American (New), Wine Tasting Room, Gluten-Free, Arts & Entertainment, Party & Event Planning, Wine Bars, Food, Seafood",Bar & Wines,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,4.3,312328
Nosh,111 S Dale Mabry Hwy,Tampa,FL,2,"Delis, Coffee & Tea, Bagels, Food, Restaurants",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,35.45,411201
Espresso Yourself Coffee Shop,"5130 S Dale Mabry Hwy, Ste 106",Tampa,FL,5,"Bakeries, Restaurants, Sandwiches, Food, Coffee & Tea",Coffee/Cafe,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,25.17,185237
King of the Coop,6607 N Florida Ave,Tampa,FL,4,"Southern, Restaurants, Chicken Shop, Sandwiches, Soul Food, Comfort Food",Other,33604,Near Seminole Heights,3000.0,42000.0,48.0,32.0,18.0,2.0,0.0,3.74,381090
Kingsford Fire Grille,204 Westshore Plz,Tampa,FL,2,"Restaurants, Barbeque, Burgers, Southern",Bar & Wines,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,33.15,411201
Guanabo Coffee Shop,3300 W Columbus Dr,Tampa,FL,4,"Restaurants, Coffee & Tea, Sandwiches, Cafeteria, Food, Cuban",Coffee/Cafe,33607,Westshore,3800.0,60000.0,50.0,20.0,25.0,5.0,0.0,33.06,312328
Popeyes Louisiana Kitchen,5410 Staley Dr,Tampa,FL,1,"Fast Food, Restaurants, Chicken Wings",American & Fast Food,33610,Other,,Other,Other,Other,Other,Other,Other,,161340
The Big Easy,1704 7th Ave,Tampa,FL,4,"Nightlife, Burgers, Cajun/Creole, Pubs, Beer, Wine & Spirits, American (New), Food, Bars, American (Traditional), Restaurants, Cocktail Bars, Comfort Food",Bar & Wines,33605,Ybor City,2800.0,35000.0,40.0,25.0,30.0,5.0,0.0,16.56,220423
Xilo Mexican,1701 N Franklin St,Tampa,FL,4,"Restaurants, Breakfast & Brunch, Coffee & Tea, Food, Mexican",Coffee/Cafe,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,13.97,458315
Ichicoro Imoto,"1910 N Ola Ave, Ste 11",Tampa,FL,3,"Restaurants, Japanese, Ramen",Other,33602,Downtown Tampa,3500.0,50000.0,50.0,30.0,15.0,5.0,0.0,1.92,458315
McDonald's,4333 W Hillsborough Ave,Tampa,FL,2,"Food, Restaurants, Fast Food, Coffee & Tea, Burgers",Coffee/Cafe,33614,Near Westshore,3700.0,46000.0,45.0,25.0,27.0,3.0,0.0,12.4,438346
Cherokee Store,3418 W Cherokee Ave,Tampa,FL,4,"Delis, Food, Restaurants, Convenience Stores",Other,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,24.09,185237
Cali - South Tampa,217 S Dale Mabry Hwy,Tampa,FL,4,"Food, American (New), Restaurants, Pizza, Coffee & Tea, Breakfast & Brunch, American (Traditional), Vegetarian",Coffee/Cafe,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,0.17,411201
Gladstone's Grilled Chicken,5203 E Fowler Ave,Tampa,FL,3,"American (Traditional), Restaurants, Sandwiches",American & Fast Food,33617,Near Temple Terrace,3300.0,40000.0,35.0,45.0,15.0,5.0,0.0,11.01,468742
Steak ’n Shake,12921 Sheldon Rd,Tampa,FL,2,"American (New), Burgers, Diners, Restaurants, Fast Food, Sushi Bars, American (Traditional), Steakhouses, Breakfast & Brunch",Bar & Wines,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,10.35,251619
The Brass Tap,203 N Dale Mabry Hwy,Tampa,FL,4,"Beer Bar, Bars, Nightlife",Bar & Wines,33609,Near Westshore,3600.0,58000.0,52.0,22.0,22.0,4.0,0.0,19.35,411201
Oronzo Italian,18027 Highwoods Preserve Pkwy,Tampa,FL,4,"Salad, Soup, Italian, Restaurants, Pizza",Italian,33647,New Tampa,2500.0,75000.0,45.0,20.0,20.0,15.0,0.0,23.0,185666
Jaffa Street,13430 Bruce B Downs Blvd,Tampa,FL,4,"Mediterranean, Food Trucks, Event Planning & Services, Middle Eastern, Caterers, Food, Restaurants",Food Trucks,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Bucket's Grill,6231 S Dale Mabry Hwy,Tampa,FL,3,"Restaurants, American (Traditional), Sandwiches",American & Fast Food,33611,South Tampa,3000.0,70000.0,55.0,15.0,25.0,5.0,0.0,10.41,185237
Wing King of Fletcher,1132 E Fletcher Ave,Tampa,FL,4,"American (Traditional), Fast Food, Restaurants, Chicken Wings, American (New), Seafood, Food, Sandwiches, Food Delivery Services",American & Fast Food,33612,Other,,Other,Other,Other,Other,Other,Other,,283309
Ford's Garage,10413 Sheldon Rd,Tampa,FL,3,"Burgers, American (New), Nightlife, Restaurants, Comfort Food, Breakfast & Brunch, Bars, American (Traditional), Cocktail Bars",Bar & Wines,33626,Westchase,2600.0,85000.0,60.0,15.0,18.0,7.0,0.0,11.76,251619
